label,address,category,eth_balance
TopHolder #082,0x027c23402fbfc29ea8fdb1b665c8917070f2e5a2,TopHolder,0.040018872553929885
TopHolder #083,0x46340b20830761efd32832a74d7169b29feb9758,TopHolder,19100.92835825293
TopHolder #084,0xc11fbfbc5afb9c8bbb3da1189a11485dfe3c9dd4,TopHolder,1.9988
TopHolder #085,0x92ea7496eba5f001d620005f88f3e8e686e3d4ea,TopHolder,4393.660904661081
TopHolder #086,0x521aa1ba5819f24aeb9b968319788cd7c3325719,TopHolder,0.0
TopHolder #087,0x084313e68cf55b9f3055ecca4b7c19c09a33da1d,TopHolder,24.576657400912378
TopHolder #088,0xdfaf4474fff90254a4acb1a3ab560ea783f5003d,TopHolder,0.150414839323258
TopHolder #089,0xa4893a3520318c6a722c312245f9775dbb148c6c,TopHolder,0.024099793347939834
TopHolder #090,0xef1bbd864ea673f040cf0adf6a19b985cdb5d660,TopHolder,1.825628826e-06
TopHolder #091,0x4cfe5d3eb4acc553ed66a1782a0ef30f0f27eb2d,TopHolder,0.09937206571761395
TopHolder #092,0xfb5aa42af50e0e92d008b159380ba92f9e9299cd,TopHolder,0.09923814105308985
TopHolder #093,0x1eef123acb7f22e57f22602a7764b12057d61f4b,TopHolder,0.15995988289455693
TopHolder #094,0x9f17203888dc74360c838bc906ce44d9f913e932,TopHolder,500.32715256500313
TopHolder #095,0xd608e1c1ff2448dc4dc96a0938a5485f92e0f661,TopHolder,0.06672720563539104
TopHolder #096,0x6d4beb94f60ec025e64a375a7df00980afc34bde,TopHolder,0.003050578137335664
TopHolder #097,0x9e36c4bad731da4497035452607dcf117f8424f0,TopHolder,0.14145013523533528
TopHolder #098,0xfa3faf233114421e8a4e1f8141cfed02fb1ead5c,TopHolder,3.5013317088656004
TopHolder #099,0x2672023032b4f4bd7b8cf32eb39d0f8dbed127ff,TopHolder,0.010608164841114253
TopHolder #100,0xf2bf81a13a3e76c9615fdd7bf20e3bd4cffb50c5,TopHolder,197.04972164
